user,location,tweet text,tweet date
luxuryplayer,NBI | NYC,"RT @jsullivan6565: Application for https://t.co/7Yta0ICRnm BETA is live!! 

We are a step closer to the much awaited #Gigeconomy site power…",11/10/2019 20:36
aaron_skogen,"Minnesota, USA","RT @juanblanco76: 14% of the #gigeconomy are ""Relunctants"". This is their primary income out of necessity due to to lifestyle or other life…",11/10/2019 20:27
Redcup69,,"#okboomer #BabyBoomers #BoomerAdvice: did I do that? 
Yes, you pulled up every ladder you had.
#incomeinequality… https://t.co/2TSXnZnrKL",11/10/2019 20:12
Lance63,"Truro, Cornwall","@Asda shoppers could go elsewhere because of contracts row, union claims.
#boycottasda #gigeconomy https://t.co/tQwbDM4pOk",11/10/2019 20:12
teamcoworker,,"A grocery delivery worker said: ""Those large swings in weekly pay... can also make it difficult to secure an apartm… https://t.co/xzO1Pzn83w",11/10/2019 20:00
bloggersinusa,United States,RT @benjaminkwalker: You got a gig!! WooHoo. Now what? How do you hold onto it? Check out the infographic and the link for your complete ho…,11/10/2019 19:48
CanadaOooh,Everywhere and No Where,"@TorontoStar #cdnpoli
#gigeconomy

Please read this column by Heather Mallick about the evils of the gig economy &amp;… https://t.co/3nLJ77hBt2",11/10/2019 19:41
PamelaSHarper,"Glen Rock, NJ, USA",Hear about the key to integrating #GigWork into your existing workforce and processes in this episode featuring… https://t.co/2RMeOBGSOG,11/10/2019 19:05
GigTeams,Delhi,@RajKpathak1 @SocialMadhukar @NITIAayog @AnantkumarH @IIMLIncubator India is top in d list. Don't you think it s an… https://t.co/klBYzWT6W6,11/10/2019 19:01
MarketplaceOrg,"San Francisco, CA",RT @ganghutmedia: Join the Marketplace Industry Association @MarketplaceOrg webinar on 'Leveraging Government Affairs Efforts to Improve AB…,11/10/2019 18:55
copykate510,SF Bay Area,RT @juanblanco76: Here are the top 11 tips for independent contractors to hold on to your valuable clients! #gigeconomy  https://t.co/0QLrY…,11/10/2019 18:50
AllegraFox,London/Dusseldorf,"RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 18:38
RockinFreelance,,RT @benjaminkwalker: You got a gig!! WooHoo. Now what? How do you hold onto it? Check out the infographic and the link for your complete ho…,11/10/2019 18:30
benjaminkwalker,"Denver, CO",You got a gig!! WooHoo. Now what? How do you hold onto it? Check out the infographic and the link for your complete… https://t.co/B0Ci0h6Wpl,11/10/2019 18:30
ganghutmedia,The global platform economy,Join the Marketplace Industry Association @MarketplaceOrg webinar on 'Leveraging Government Affairs Efforts to Impr… https://t.co/PdIbhBHyCS,11/10/2019 18:25
HTFIII,"White Plains, NY",@AkilahObviously @Instacart Please tell me you realize that the same financial issues of earning a #LivingWage appl… https://t.co/Fk5JAN6oPj,11/10/2019 18:02
andygreencre8iv,Barry Island & the world,"@EllaMinty @UberUK Suspect not. Also @Uber being investigated  for alleged £1b in unpaid UK tax, drivers have… https://t.co/MaClQvKvRp",11/10/2019 18:02
AndoniaPR,Boston+Miami+Athens,RT @AndoniaPR: Digital Nomads on the Move and on the Rise https://t.co/2poOlsvOFl #digitalnomad #lifestyle #trend #society #culture #futuri…,11/10/2019 18:02
TrishaWinter,Michigan,Marketers have a big opportunity to tap into the gig economy to get high quality and cost effective results. But yo… https://t.co/I5NR5nMO57,11/10/2019 17:22
mtfreshagency,,A great read from @InsightRecruits: In the world of the #GigEconomy where people are increasingly taking their dest… https://t.co/DXaekS24p3,11/10/2019 17:19
NamelessCynic,"The Burque, NM",@WilliamShatner Interesting how old people assume that the nature of the economy is exactly the same as it was when… https://t.co/yVYMyAoNPB,11/10/2019 17:09
_CollectiveUK,"London, England",🙌 England has a history of securing worker's rights (eventually) and this step by the government should help contin… https://t.co/wvSfejjyz4,11/10/2019 17:00
bloggersinusa,United States,RT @benjaminkwalker: Here are the top 11 tips for independent contractors to hold on to your valuable clients! #gigeconomy  https://t.co/zH…,11/10/2019 16:48
hackernoon,San Francisco & Colorado,"""Here's How Freelancers can Reduce Their Liabilities to Gigs"" by @andrejtl https://t.co/rj80xJSQeX #gigeconomy #freelancework",11/10/2019 16:48
ewingo13,Kirchheim unter Teck,RT @caroletwitt_: Study predicts 86.5 million #USA workers will be #Freelance by 2027 &gt;&gt;&gt; @wef via @MikeQuindazzi &gt;&gt;&gt; #FutureOfWork #GigEco…,11/10/2019 16:03
benjaminkwalker,"Denver, CO",Here are the top 11 tips for independent contractors to hold on to your valuable clients! #gigeconomy  https://t.co/zHuDuq34R2,11/10/2019 15:30
ProcurementStar,"Frankfurt on the Main, Germany","RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 14:56
DougJon27659642,,RT @torontolabour: How billionaires in the #gigeconomy devalue work + workers #Uber #foodora #Lyft https://t.co/H07uL32AuW,11/10/2019 14:46
GreenNewDealMMT,Plant Earth ,"RT @GISP_Tweets: #GISPfellow Nathan Tankus coauthored this piece with Sanjukta Paul
on the struggle worker cooperatives to meet antitrust’s…",11/10/2019 14:44
HRDigitalBE,"Brussels, Belgium","RT @oneHR_: 🗣️ Will the 'Gig Economy' have an effect on you?

Flexible working contracts like @Uber and @Deliveroo offer could be implement…",11/10/2019 14:43
alshares2877,Chennai Tamil Nadu india,"RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 14:34
oneHR_,UK,"🗣️ Will the 'Gig Economy' have an effect on you?

Flexible working contracts like @Uber and @Deliveroo offer could… https://t.co/urBYKyWEv2",11/10/2019 14:31
CivicGovernance,"Vancouver, Canada","Here's some Sunday reading: inspiring stories on #freetransit, #citiesforall, #climateaction, #gigeconomy workers,… https://t.co/x1Ib4nUSna",11/10/2019 14:15
gm2yd,,RT @strussleisreal: What you see here is an email #instacart sent me about getting a quality bonus. (when a customer rates me 5 stars it’s…,11/10/2019 14:01
gonkcil,,"RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 13:42
betapolitics,London,"The great @WoolfJames was so inspired by one of my case studies, researched for a report I wrote on #ukemplaw in th… https://t.co/hif4N0AQ2A",11/10/2019 13:26
Lance63,"Truro, Cornwall","@asda could face consumer backlash as it enforces new contracts.
#BoycottAsda #gigeconomy https://t.co/VGFJqa7Z5l",11/10/2019 13:23
boina92,Paris,RT @JayYarid: In @Mercer's Global Talent Trends Study we found that employees are 2X more likely to work for a company that supports flexib…,11/10/2019 13:12
SupplyChain2030,,"RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 13:07
HUSpf,,RT @VectorVMS: VectorVMS teams up with @spendmatters to discuss compliance complexities in the #gigeconomy - register now! https://t.co/4kH…,11/10/2019 12:59
JayYarid,"Dallas, TX, USA",In @Mercer's Global Talent Trends Study we found that employees are 2X more likely to work for a company that suppo… https://t.co/KovGzXDQp6,11/10/2019 12:56
MrCraigUnsworth,"London, England",Looking at you: @deliveroo and @ubereats_uk. #useless #wasteoftime #wasteofmoney #gigeconomy https://t.co/kgtoxM4SR9 https://t.co/rMHlrQAisv,11/10/2019 12:19
GorniakBWLJ,,"RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 12:02
PerCepTiOnistz,Global,"RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 11:48
techjunkiejh,,What California’s New Gig Work Law Gets Wrong About Gig Work — Harvard Business Review https://t.co/FtaHvGZfL2… https://t.co/1PTIrtCVEI,11/10/2019 11:35
chrisgregson123,,@JamesNNorm @Macid3000 @MattFingersArni @Roblev0 @BigBayBear @Davidmetroland @brianbloop @StrongbowsPub @markwh2001… https://t.co/IG06O78wtP,11/10/2019 11:16
GetAheadVA,"Guildford, England","You hear it all the time, but what exactly is the 'Gig Economy'? Find out in our blog: https://t.co/4597Rgfth7… https://t.co/HrsGYsB0pw",11/10/2019 11:02
automeme,"New York, USA","RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 10:55
ashrafhusn,Maldives,"RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 10:52
alexbarclay_,,"Spotted in Paris: this guy is carrying five escooters around (presumably to charge them), while speeding through th… https://t.co/Nt79FViyZE",11/10/2019 10:44
leland_rad,"New York, NY","RT @warmlyburns: “In a lot of areas in Queens where I grew up, there have been big benefits to having more access to [for-hire vehicles],”…",11/10/2019 10:36
elonerrigby1,down the back of the sofa,"RT @robabdul: Tories to drop pledge to cut student tuition fees from manifesto! 

If you're under 25 years old the Tory party has NOTHING b…",11/10/2019 10:29
Summerof69Nine,,@GezapBuck @respeak_uk @wilde @krishgm The two films @KenLoachSixteen directed in that period regarding impact of… https://t.co/zURYIOxXFi,11/10/2019 10:29
scotslassnow,"Scotland, United Kingdom","RT @robabdul: Tories to drop pledge to cut student tuition fees from manifesto! 

If you're under 25 years old the Tory party has NOTHING b…",11/10/2019 10:29
robabdul,UK,"RT @robabdul: Tories to drop pledge to cut student tuition fees from manifesto! 

If you're under 25 years old the Tory party has NOTHING b…",11/10/2019 10:28
Eugenio63098874,,"RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 10:26
CLESthinkdo,"Manchester, UK","RT @BikalCCTV: UK #economy is producing jobs, but more of them than ever are within the #gigeconomy an economy that contributes to a viciou…",11/10/2019 10:20
CesarinaHK,London'ish+about for work,@Kat_Bee_123 @caoilfhionnanna @JolyonMaugham Sadly your assumption is wide of the mark. There are thousands of fami… https://t.co/ok6msGyK5p,11/10/2019 10:20
DrTongia,,"2/2 At @BLRAirport recently #olacab and #Uber had a 30 min. wait, but fares were ~same as always - and similar to o… https://t.co/8uPDREgGSD",11/10/2019 10:20
MentalHRetweet,Kenya,"RT @BikalCCTV: UK #economy is producing jobs, but more of them than ever are within the #gigeconomy an economy that contributes to a viciou…",11/10/2019 10:15
PRqoSJdyofN1yLj,,"RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 10:13
BikalCCTV,London UK,"UK #economy is producing jobs, but more of them than ever are within the #gigeconomy an economy that contributes to… https://t.co/m9ztRLXIvO",11/10/2019 10:12
KaneShaw16,London,"RT @madeinbolivia: Full house for @UVWunion talk on organising and winning here in Sweden unions conference.

We started from nothing, we'v…",11/10/2019 9:52
nicosuavehh,"London, England",#Instacart 'Shoppers' Are on #Strike | #strikeforce #StrikeBack #FIGHTBACK https://t.co/HHKOm2L7Dd #workersrights… https://t.co/HHZmuADmnT,11/10/2019 9:42
KenMarsigliaVo,"Alabama, USA","RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 9:03
ltercation,The Antipodes,"Unregulated multinationals = unelected government

F*ck the #gigeconomy: 
https://t.co/sfu5xgAro2

https://t.co/DbG7LcEwe1 via @theage",11/10/2019 8:48
IFASuccess,Wolverhampton,Want to understand why #companies hire #marketing consultants over agencies or even build their own teams? Find out… https://t.co/z7KojWxy0V,11/10/2019 8:46
out_ofalaska,United States,"RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 8:44
wboricua98,,"RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/10/2019 8:43
mvollmer1,"Munich, Bavaria","What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker… https://t.co/OT8D2IGAaN",11/10/2019 8:38
AthleteMindJP,兵庫 神戸市 中央区,"RT @GlobalAgendaKB: @120 @wef ""Evidence from the UK’s national statistics suggests that the self-employed have lower weekly income than reg…",11/10/2019 8:23
WDSPRMaven,Kansas ,RT @dsschmidt1: Catch @KCCopyDiva next week on the 19th at GEWKC. Register today! #GEWKC #gigeconomy https://t.co/cB0QsQKFhX,11/10/2019 8:00
inkskratch,"Toronto, Ontario",RT @torontolabour: How billionaires in the #gigeconomy devalue work + workers #Uber #foodora #Lyft https://t.co/H07uL32AuW,11/10/2019 7:12
GlobalAgendaEN,兵庫 神戸市 中央区,"RT @GlobalAgendaKB: @120 @wef ""Evidence from the UK’s national statistics suggests that the self-employed have lower weekly income than reg…",11/10/2019 7:10
AmjadKhanche,"Sydney, New South Wales","The online platform economy may be small, but it is a growing part of the gig economy. #GigEconomy #Technology… https://t.co/xJ72BKHMQw",11/10/2019 6:45
ItexKansasCity,"Overland Park, KS",RT @dsschmidt1: Catch @KCCopyDiva next week on the 19th at GEWKC. Register today! #GEWKC #gigeconomy https://t.co/cB0QsQKFhX,11/10/2019 6:40
GlobalAgendaKB,神戸市中央区,"@120 @wef ""Evidence from the UK’s national statistics suggests that the self-employed have lower weekly income than… https://t.co/Ea9KIbs1I3",11/10/2019 5:58
Redcup69,,@FlickReynolds First world problems. So #Boomer. #okboomer #GreatRecession #TradeWars #NationalDebt #HousingCrisis… https://t.co/ArNpjWfIgr,11/10/2019 4:02
atbrady,"Rochester, NY","With a growing #GigEconomy making gig workers increasing reliant on platforms, might those platforms be best organi… https://t.co/sJZZkpZDde",11/10/2019 3:59
PubNBlogLl,"Fort Collins, CO",RT @juanblanco76: Here are the top 11 tips for independent contractors to hold on to your valuable clients! #gigeconomy  https://t.co/0QLrY…,11/10/2019 3:32
Redcup69,,"@Hipster_Trader #Boomers: life is great! Housing is cheap, healthcare is affordable, college is free, and living wa… https://t.co/TmYULDXQQM",11/10/2019 3:18
4948Warriors,Toronto,RT @torontolabour: How billionaires in the #gigeconomy devalue work + workers #Uber #foodora #Lyft https://t.co/H07uL32AuW,11/10/2019 3:18
juanblanco76,"Fort Collins, CO",Here are the top 11 tips for independent contractors to hold on to your valuable clients! #gigeconomy  https://t.co/0QLrYfGLaJ,11/10/2019 3:00
teamcoworker,,A worker for the food delivery app Bite Squad started this campaign about the company's tipping policy→… https://t.co/1XFeUjfLUj,11/10/2019 3:00
tillermoney,"Seattle, WA","RT @bobbirebell: Financial Grownup Guide 5 ways to manage unsteady income with 
@zinakumok
14 min episode. LISTEN https://t.co/xgNsjN5VVI #…",11/10/2019 3:00
edwardmfho,"Sydney, New South Wales",@Bloomberg reports on the rise and fall of WeWork. I think the idea of WeWork (ie coworking) is cool. Yet their man… https://t.co/xgJTKwOXVV,11/10/2019 2:57
bobbirebell,New York City,"RT @bobbirebell: Financial Grownup Guide 5 ways to manage unsteady income with 
@zinakumok
14 min episode. LISTEN https://t.co/xgNsjN5VVI #…",11/10/2019 2:55
CAATfaculty,Ontario,RT @torontolabour: How billionaires in the #gigeconomy devalue work + workers #Uber #foodora #Lyft https://t.co/H07uL32AuW,11/10/2019 2:49
benjaminzachar,"Bangkok, Thailand",Want to understand why #companies hire #marketing consultants over agencies or even build their own teams? Find out… https://t.co/b3stqJtvtc,11/10/2019 1:54
torontolabour,Toronto,How billionaires in the #gigeconomy devalue work + workers #Uber #foodora #Lyft https://t.co/H07uL32AuW,11/9/2019 23:53
DyanFinkhousen,,The swells are coming in.The big opportunity ahead in the BtoB space is the adoption of open talent models by enter… https://t.co/zoqcPDEhys,11/9/2019 23:46
OpenAssembly1,"Boulder, CO",The swells are coming in.The big opportunity ahead in the BtoB space is the adoption of open talent models by enter… https://t.co/VyBhPQo3rr,11/9/2019 23:46
IMsuccess_blog,"Easton, PA",RT @TamaraMcCleary: The End of the World As We Know It https://t.co/Ui8R7LgPGq by @TamaraMcCleary via @DellTech with insights from @guzmand…,11/9/2019 23:01
CXC_AUS,"Australia, The World",#TalentAcquisition in the #GigEconomy via @PeopleMatters2 #ContingentWorkforceManagement https://t.co/goMOGRzgPg,11/9/2019 21:46
CharlieFrederix,"Wales, United Kingdom","@Channel4News 2. #USA has #PeakInequality, the gap between richest &amp; poorest is the largest ever &amp; expanding. 
The… https://t.co/iz6Kb7ksJd",11/9/2019 21:33
SoniaMcDonald01,Global Leadership ,RT @patrickdurkin: Deliveroo eyes groceries as food wars heat up. Spoke to new Aus @Deliveroo CEO and former @PowershopAus CEO Ed McManus #…,11/9/2019 21:31
SuperbSpeakers,Houston Texas Based,"Thank You #Speakers #resourcespanel 

#PedroChavez  #LeeVeraSmith #JeanneErwin #MarkDullen #ChristopherBurton 

Gra… https://t.co/Lp5QqLFTq4",11/9/2019 21:18
trade_plater,Solihull,@LibDems @joswinson How will you stop low pay and pay below minimum wage for self employed workers? UK businesses a… https://t.co/n5c28UkZMB,11/9/2019 21:10
netminnow,,RT @sarahgranger: This right here sums up the #gigeconomy. https://t.co/oMURvmLB4G,11/9/2019 20:53
MehndiLounge,UK,"RT @robabdul: Tories to drop pledge to cut student tuition fees from manifesto! 

If you're under 25 years old the Tory party has NOTHING b…",11/9/2019 20:35
WOMmktgWorks,UK,"RT @robabdul: Tories to drop pledge to cut student tuition fees from manifesto! 

If you're under 25 years old the Tory party has NOTHING b…",11/9/2019 20:33
SDCareerCenters,"San Diego, CA",The growth of the #gigeconomy is a global trend and this trend does not show signs of slowing.… https://t.co/V9EKRIW05d,11/9/2019 20:30
sarahgranger,"California, USA",This right here sums up the #gigeconomy. https://t.co/oMURvmLB4G,11/9/2019 20:27
MarkOllerhead4,"Kerry, Ireland",RT @MarkOllerhead4: @richolfc @UKLabour @PaulMaccaGMB @neilsmithgmb @gmbnwi @NevilleSouthall @SFoodbanks @VLCLiverpool @Tim_Roache @deniseN…,11/9/2019 20:10
MarkOllerhead4,"Kerry, Ireland",@richolfc @UKLabour @PaulMaccaGMB @neilsmithgmb @gmbnwi @NevilleSouthall @SFoodbanks @VLCLiverpool @Tim_Roache… https://t.co/Z50fltyUkq,11/9/2019 20:10
shadowconn,"Indianapolis, IN","6 Benefits of Being a Freelance Writer

Are you looking to make money on your writing, free up your time and give y… https://t.co/8siQBLTkUq",11/9/2019 20:10
NatLawEmployer,,California Ballot Initiative Would Remove Ride-Share and Delivery Drivers from the “ABC” Test… https://t.co/orAjo0Zl4O,11/9/2019 19:30
normbond,"Bangkok, Thailand + USA",How a Side Hustle Can Add Passion—and a Big Payoff—to Your Career #sidehustle #gigeconomy https://t.co/6kLdFyNz93,11/9/2019 19:04
GigTeams,Delhi,"@MPLadakh I guess first 10 years, Mission 2030 is more significant. World is changing faster than we think… https://t.co/ERrhoP3xjd",11/9/2019 18:17
ShaunSavage19,"San Diego, CA","RT @goshare: In the past year, #GoShare has tripled the number of cities in which our app is available. Download GoShare today to find deli…",11/9/2019 18:09
3XB,"Boston, MA USA","What does it take to be your own boss? 
This ""personal ride through the entrepreneurial journey""
explores ""the habi… https://t.co/YhQfkUyKHf",11/9/2019 18:04
LowActionNoBuzz,"Fort Wayne, IN","Learn how our Living Treatment works, sound infused clothing to influence your life!
https://t.co/kFWuHDKuoR… https://t.co/jdWclpcQpA",11/9/2019 18:01
LAIEADVOCATS,Barcelona,"RT @madeinbolivia: Full house for @UVWunion talk on organising and winning here in Sweden unions conference.

We started from nothing, we'v…",11/9/2019 17:36
BeBeeMarketing,"HO Madrid, Spain, Worldwide","RT @GiridharAkken: ""Casual earners"" use the #gigeconomy to supplement their income. The speed to access these earners can be easily done us…",11/9/2019 17:36
rwang0,Silicon Valley | SF | 39.5K Ft,RT @gssahni: #CCE2019 Executive Exchange in The Future of Experience Design and Innovation with @mpmorris36 @UXSamYen @jbrodsky @mpmorris36…,11/9/2019 17:24
rwang0,Silicon Valley | SF | 39.5K Ft,RT @gssahni: @mpmorris36 @ValaAfshar #CCE2019 @Topcoder @salesforce @Wipro @appirio @topcoder @salesforce #Digitaldisruptors #CCE2019 #GigE…,11/9/2019 17:22
rwang0,Silicon Valley | SF | 39.5K Ft,"RT @dhinchcliffe: I conducted an amazing interview today with the #CEO of @Gigster, @ckeene at #CCE2019. We talked about bringing the #gige…",11/9/2019 17:13
bestesqlawyer,,RT natlawreview: California Ballot Initiative Would Remove Ride-Share and Delivery Drivers from the “ABC” Test… https://t.co/Bu0aibrib9,11/9/2019 17:10
natlawreview,"Chicago, IL",California Ballot Initiative Would Remove Ride-Share and Delivery Drivers from the “ABC” Test… https://t.co/jajOM95B31,11/9/2019 17:10
marlawd,"Toronto, Canada",Heather Mallick: #Digital technology made the #gig economy possible and “disruption” of traditional industry made i… https://t.co/1rOQsgp9EK,11/9/2019 17:01
teamcoworker,,"""In interviews, #Postmates workers said they are making 30 percent less than they once did after the company change… https://t.co/qfkZUxWniC",11/9/2019 17:00
sumoshift,United Kingdom,RT @WCICtech: Meet our team @sumoshift - Sumoshift has developed a platform which allows businesses to capitalise on the emergence of the #…,11/9/2019 16:59
reafoote2,,"RT @madeinbolivia: Full house for @UVWunion talk on organising and winning here in Sweden unions conference.

We started from nothing, we'v…",11/9/2019 16:58
JAGXUS,"Strand, South Africa","RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",11/9/2019 16:49
warmlyburns,Brooklyn,"“In a lot of areas in Queens where I grew up, there have been big benefits to having more access to [for-hire vehic… https://t.co/IZbRW4g4JP",11/9/2019 16:39
DeloitteME,Middle East,"RT @PunitRenjen: #Millennials’ expectations related to learning, development and #Purpose from @DeloitteME – and why they are drawn to the…",11/9/2019 16:29
PamelaSHarper,"Glen Rock, NJ, USA",Hear about the key to integrating #GigWork into your existing workforce and processes in this episode featuring… https://t.co/ptbeuMVoGO,11/9/2019 15:52
donahuejm,(Chi) worldwide 🗺️,"RT @madeinbolivia: Full house for @UVWunion talk on organising and winning here in Sweden unions conference.

We started from nothing, we'v…",11/9/2019 15:51
Alexand53517019,"London, England","RT @madeinbolivia: Full house for @UVWunion talk on organising and winning here in Sweden unions conference.

We started from nothing, we'v…",11/9/2019 15:35
GlenRidgeFleet,United States/Canada,"RT @juanblanco76: ""Casual earners"" use the #gigeconomy to supplement their income. The speed to access these earners can be easily done usi…",11/9/2019 14:32
ScottRencher,USA,RT @JAlisonBryant: Just got this notification for my ride this morning. Big kudos to @Lyft for this #inclusive messaging. I especially like…,11/9/2019 14:12
