user,location,tweet text,tweet date
bitraka,Sevilla,RT @eraser: BLOCKCHAIN NOW AND TOMORROW ASSESSING. Multidimensional impacts of distributed ledger technologies. https://t.co/IW2ycVGrsi  #D…,11/1/2019 1:00
CFDigtlPartners,"Morristown, NJ","Have we met yet? If not, we invite you to get to know Crum &amp; Forster Digital Partners, your Small Business Insuranc… https://t.co/EufLu7BLmZ",11/1/2019 1:00
nmlapointe,"Victoria, BC, Canada",RT @Smarter_Loans: A recent study showed that 80% of #freelancers would not go back to traditional jobs. But what is freelancing really lik…,11/1/2019 1:00
ManitobaPearl,"Manitoba, Canada",RT @Smarter_Loans: A recent study showed that 80% of #freelancers would not go back to traditional jobs. But what is freelancing really lik…,11/1/2019 1:00
CMRAssociate,"New York, USA","Gig economy, tech to shape future of insurance https://t.co/KoXFmTVKEz #insurance #gigeconomy https://t.co/UAMcefq9HG",11/1/2019 1:00
Mercer_US,,"How has #AI, globalization, and the #gigeconomy shifted what employees expect from their organizations and what org… https://t.co/ZFJIWFnfAk",11/1/2019 1:00
oneHR_,UK,"🗣️ Will the 'Gig Economy' have an effect on you?

Flexible working contracts like @Uber and @Deliveroo offer could… https://t.co/bH0DNgkwNZ",11/1/2019 1:00
Gavs_Kitten,"Summerland, British Columbia",RT @Smarter_Loans: A recent study showed that 80% of #freelancers would not go back to traditional jobs. But what is freelancing really lik…,11/1/2019 1:00
FalteringFalcon,"Stoke Newington, London, England","RT @FuzzyLo03017090: When I’m procrastinating over work I turn to killer sudoku puzzles, on the basis that they drive me back to work when…",11/1/2019 1:00
macsithigh,"Belfast, Northern Ireland",RT @davidmreader: Those who heard @macsithigh’s amazing seminar on the sharing economy last week will have a special incentive to catch thi…,11/1/2019 1:00
FuzzyLo03017090,,"When I’m procrastinating over work I turn to killer sudoku puzzles, on the basis that they drive me back to work wh… https://t.co/GRqTRnFUNE",11/1/2019 1:00
brownbohemian_,,News has been swirling that freelancers' rights in California are in jeopardy. What's your take on the issue? Can t… https://t.co/RCqhVfdUnD,11/1/2019 1:00
kissifer19,"Newfoundland and Labrador, Canada",RT @Smarter_Loans: A recent study showed that 80% of #freelancers would not go back to traditional jobs. But what is freelancing really lik…,11/1/2019 1:00
SSHammond1,"Salt Lake City, UT",Diverse and inclusive workplaces are more important than ever in today’s #GigEconomy. See why #diversityatwork and… https://t.co/fSGADIEGzM,11/1/2019 1:00
BrianL64,"New York, USA","RT @USAFacts: How many workers are participating in the #GigEconomy? (And are you one of them?)

@BLS_gov recently published the 1st govt s…",11/1/2019 1:00
employondemand,,Do you think California legislature is making the right move with Assembly Bill 5 (AB5)? #gigeconomy #flexibility… https://t.co/6EGJjMgSrw,11/1/2019 1:00
Dial911Thanks,Worldwide,"RT @MelissaOnline: #California wanted to help Uber and Lyft drivers. But a new law means scriptwriters, actors, housekeepers, gardeners and…",11/1/2019 1:00
MelissaOnline,"Nashville, TN","#California wanted to help Uber and Lyft drivers. But a new law means scriptwriters, actors, housekeepers, gardener… https://t.co/kZXHDPPOiW",11/1/2019 1:00
AbhijitBhaduri,"Bangalore, India","RT @NUESTAmol: @AbhijitBhaduri @PankajBansalPB Just listened to it and there is no confusion about ""Who is Teja"" when it comes to #newcodeo…",11/1/2019 1:00
rarehero,rareherobotcom,RT @jwjnational: People working for #gigeconomy company Instacart are sick and tired of the company using tips to subsidize wages. Who can…,11/1/2019 1:00
diane_babineaux,"Washington, DC",RT @jwjnational: People working for #gigeconomy company Instacart are sick and tired of the company using tips to subsidize wages. Who can…,11/1/2019 1:00
TheDinMan,"NYC, London, LA, Vienna","Rapid growth of self-employment has been a pronounced feature of the #UK labour market, with the Office for Nationa… https://t.co/vHL9Re0CMh",11/1/2019 1:00
jwjnational,"Washington, D.C.",People working for #gigeconomy company Instacart are sick and tired of the company using tips to subsidize wages. W… https://t.co/j7SjJoMY5O,11/1/2019 1:00
qwil,"San Francisco, CA",How the #gigeconomy and #tech are shaping future of #insurance: https://t.co/4pVdfJCKiY https://t.co/w1NZBx0dxD,11/1/2019 1:00
Percy_Tan,A PROUD native from Katlehong,"RT @HenleyAfrica: #HenleyAfrica, following on @HenleyBSchool, did some research on the 'Side Hustle Economy' within the context of the #Fut…",11/1/2019 1:00
NeftalemF,Ethiopia,The question should be which African country is prepared for a #gigeconomy? #Ethiopia  .its not a choice..better to… https://t.co/3UkyQ7N4qK,11/1/2019 1:00
noikeanolife,"Kitano, Kobe City, Japan",RT @noikeanolife: How #dualcareer couples find fulfillment #atwork @McKinsey https://t.co/JedJbJ9PDS #management #FlexWork #biz #HR #WorkLi…,11/1/2019 1:00
HenleyAfrica,"Johannesburg, South Africa","#HenleyAfrica, following on @HenleyBSchool, did some research on the 'Side Hustle Economy' within the context of th… https://t.co/TQjU8hNtSt",11/1/2019 1:00
AppOakam,"London, United Kingdom","https://t.co/muQc50Ksi1 - ""An interesting look into @Uber's ambitions. It will be fascinating to see if all of them… https://t.co/b9BS49fBBl",11/1/2019 1:00
AfriSignature,"Nairobi, Kenya","RT @ImpactLabsEA: What is the gig economy?

This report by Youth Impact Labs East Africa provides a comprehensive analysis of Kenya's gig e…",11/1/2019 1:00
theworkcrowd,"London, UK","With Increasing number of people now opting for #flexibleworking and despite its many benefits, it may cause burn o… https://t.co/hmuY1qeJzg",11/1/2019 1:00
Stacy624,Ancaster Ontario Canada,RT @Smarter_Loans: A recent study showed that 80% of #freelancers would not go back to traditional jobs. But what is freelancing really lik…,11/1/2019 1:00
OwenC,Isle of Man,The #gigeconomy in the UK https://t.co/nEaQfyC1If,11/1/2019 1:00
dreambigwithjan,"Canyonville, Oregon","I help people realign with more health and wealth in this #gigeconomy
Looking for solutions? Let's chat!… https://t.co/yKSgQIsPGT",11/1/2019 1:00
BrandGrowthHack,Worldwide,"RT @juanblanco76: 14% of the #gigeconomy are ""Relunctants"". This is their primary income out of necessity due to to lifestyle or other life…",11/1/2019 1:00
bloggersinusa,United States,"RT @juanblanco76: 14% of the #gigeconomy are ""Relunctants"". This is their primary income out of necessity due to to lifestyle or other life…",11/1/2019 1:00
kayfabe25,"Austin, TX",RT @bountyjobs: Your ideal hire could be crushing it in the gig economy. How to attract them to your full-time role? Check out our guide! h…,11/1/2019 1:00
Remi_Vladuceanu,Blockchain,"The growth of the #gigeconomy is a global trend and this trend does not show signs of slowing. With the right tool,… https://t.co/L0vsL6mNKs",11/1/2019 1:00
MarkkuHihnala,,"Want to understand why #companies hire #marketing consultants over agencies or even build their own teams? 

Find o… https://t.co/XmaQp6v9Cb",11/1/2019 1:00
DigitalRetweet,World,"RT @FeedSupervised: rt @mikequindazzi
copy @Antgrasso @Fisher85m

Study predicts 86.5 million #USA workers will be #Freelance by 2027 &gt;&gt;&gt; @…",11/1/2019 1:00
AndreaMurray67,"Fingal, Ireland",Anyone who sees #SorryWeMissedYou and doesn't leave the cinema shaking with anger at the capitalist system &amp; the gr… https://t.co/hcQDSrkZGj,11/1/2019 1:00
tonyrestell,"London, UK",RT @SullyandStan: How CEOs Can Navigate The Unique Challenge Of The #GigEconomy via @ChiefExecGrp https://t.co/e6pkjA7lCr https://t.co/q6vF…,11/1/2019 1:00
FeedSupervised,"Boston, MA","rt @mikequindazzi
copy @Antgrasso @Fisher85m

Study predicts 86.5 million #USA workers will be #Freelance by 2027 &gt;… https://t.co/x2PJbPDOiG",11/1/2019 1:00
phil_drinkwater,"Warrington, England","RT @agencycentral: The #GigEconomy is now stronger than ever thanks to the rise of companies such as Uber and Deliveroo. But, what are the…",11/1/2019 1:00
RightInbox,,"Want to understand why #companies hire #marketing consultants over agencies or even build their own teams? 

Find o… https://t.co/t19gMAqBhf",11/1/2019 1:00
PubNBlogLl,"Fort Collins, CO",Here are the top 11 tips for independent contractors to hold on to your valuable clients! #gigeconomy  https://t.co/9l0CzEDB4Y,11/1/2019 1:00
juanblanco76,"Fort Collins, CO","14% of the #gigeconomy are ""Relunctants"". This is their primary income out of necessity due to to lifestyle or othe… https://t.co/TvUeKFEamY",11/1/2019 1:00
aconnectEffect,"Zurich, Switzerland",The agriculture industry is facing a challenge of feeding 10 billion people worldwide in 2050.  Looking to build a… https://t.co/nWLEhwuVPp,11/1/2019 1:00
Kev_Drinkwater,"Warrington, England","RT @agencycentral: The #GigEconomy is now stronger than ever thanks to the rise of companies such as Uber and Deliveroo. But, what are the…",11/1/2019 1:00
___takenoshit,"Pennsylvania, USA","RT @djt1940: @hashtagmolotov @Instacart @Uber @lyft @DoorDash @Postmates These greedy miscreant #gigeconomy founders, funders &amp; CEOs treat…",11/1/2019 1:00
ladydinet,Paris,RT @streetartsheff: 'Sorry We Missed You' mural by @fivefivedesignz on Sidney Street to promote Ken Loach's new film about the gig economy…,11/1/2019 1:00
KenLoachSixteen,London,RT @streetartsheff: 'Sorry We Missed You' mural by @fivefivedesignz on Sidney Street to promote Ken Loach's new film about the gig economy…,11/1/2019 1:00
NUESTAmol,"मुंबई, भारत","@AbhijitBhaduri @PankajBansalPB Just listened to it and there is no confusion about ""Who is Teja"" when it comes to… https://t.co/mghhN8xQib",11/1/2019 1:00
angela_maddock,"Warrington, England","RT @agencycentral: The #GigEconomy is now stronger than ever thanks to the rise of companies such as Uber and Deliveroo. But, what are the…",11/1/2019 1:00
CarlosLopezGVA,"Geneva, Switzerland",RT @RuwanSubasinghe: Another blow to #Uber's biz model. #Geneva Cantonal Government holds that Uber drivers are employees following an in-d…,11/1/2019 1:00
mattkeleher4,"Warrington, England","RT @agencycentral: The #GigEconomy is now stronger than ever thanks to the rise of companies such as Uber and Deliveroo. But, what are the…",11/1/2019 1:00
jcarlosgonz,"De la frontera, Sin Fronteras",RT @RuwanSubasinghe: Another blow to #Uber's biz model. #Geneva Cantonal Government holds that Uber drivers are employees following an in-d…,11/1/2019 1:00
AbhiKumarBiz,New Delhi,"RT @FutureBulls: “The needs of a modern internet #entrepreneur, a #solopreneur, or a #freelancer are very specifically digital and they req…",11/1/2019 1:00
TomZarebczan,USA,RT @LBRYio: John Stossel talks about LBRY https://t.co/uWIuijdg2H #blockchain #YouTube #gigeconomy,11/1/2019 1:00
stannals,"Bengaluru, Karnataka, India","RT @FutureBulls: “The needs of a modern internet #entrepreneur, a #solopreneur, or a #freelancer are very specifically digital and they req…",11/1/2019 1:00
___takenoshit,"Pennsylvania, USA","RT @teamcoworker: #Instacart workers are calling on the company ""to fix inequalities in pay structures that they say are getting worse ever…",11/1/2019 1:00
FutureBulls,,"“The needs of a modern internet #entrepreneur, a #solopreneur, or a #freelancer are very specifically digital and t… https://t.co/FckQvw38c9",11/1/2019 1:00
_cosatu,"Johannesburg, South Africa",RT @RuwanSubasinghe: Another blow to #Uber's biz model. #Geneva Cantonal Government holds that Uber drivers are employees following an in-d…,11/1/2019 1:00
SkyParlourBecky,"Manchester, England",Interesting snapshot into @Uber's #fintech strategy on @Forbes which includes providing real-time earnings for driv… https://t.co/NGUf1GR9Ii,11/1/2019 1:00
ajmerkidivya,Goa,"My views on Future of work https://t.co/aT3RwX5rkT via @Learn to be the Future Talent
#FutureofWork #gigeconomy 
@ShirleyUNPRME11",11/1/2019 1:00
Feed_My_Pockets,"Bengaluru, India",Convert strangers and prospects into someone who has indicated interest in your company's #product or #service. How… https://t.co/RfTslUUpRM,11/1/2019 1:00
FastlaneMillio1,"Paris, France",RT @freelance_dog: How To Become A Doula In 4 Easy Steps https://t.co/bKOsngRyxQ #freelance #startup #gig #gigeconomy,11/1/2019 1:00
agilebradley,London,#Gigeconomy: Which EU countries are best prepared for the future of work? via @Allwork_space https://t.co/nJOGInZGVE https://t.co/tFk04qWyT8,11/1/2019 1:00
freelance_dog,,How To Become A Doula In 4 Easy Steps https://t.co/bKOsngRyxQ #freelance #startup #gig #gigeconomy,11/1/2019 1:00
AndreaMDunlop,"London, England","RT @TonyCraddock: Anyone interested in #FinancialInclusion MUST watch 'Sorry We Missed You', @SWMYfilm, a moving drama about a vulnerable f…",11/1/2019 1:00
jasonptnm,"Austin, TX, NYC and Atlanta",RT @bountyjobs: Your ideal hire could be crushing it in the gig economy. How to attract them to your full-time role? Check out our guide! h…,11/1/2019 1:00
freshpangolin,London/Kampala,"In a strong UK growing economy #mothercare goes into administration. There was Woolworths, Maplin etc
#GigEconomy &amp;… https://t.co/P765V5KHh9",11/1/2019 1:00
Kamalkaranth,Bengaluru,"RT @Xpheno_: Govt’s proposal for benefits could help firms retain #talent, but also lead to higher costs, writes @digbijaymishra1 @Economic…",11/1/2019 1:00
NgindaNganga,Kenya,"@ToffeeTribe Are you having trouble finding a good working spot, with good WiFi, unlimited coffee/tea, reserve seat… https://t.co/tCLZsHHrSL",11/1/2019 1:00
_CollectiveUK,"London, England","An interesting POV here from @HeidiLynneCo on an issue we commented on in our blog last week, not everyone is pleas… https://t.co/hH0Teqxhjh",11/1/2019 1:00
b2econsulting,London,"Customer 2020.
Join us on 21st November for our final event of 2019.  Teresa White shares her experience of engagin… https://t.co/EmQdoNMdOB",11/1/2019 1:00
PeopleMatters2,India,"As the #gigeconomy is growing, it is crucial to bring about a system that addresses concerns like inconsistent pay,… https://t.co/EGUbKLvANR",11/1/2019 1:00
ashfordrowe,Sydney,An interesting article about #SorryWeMissedYou a new film by #KenLoach @KenLoachSixteen⁩ ...a more challenging pers… https://t.co/sE2SularLa,11/1/2019 1:00
Jason_Culleton,"Warrington, England","RT @agencycentral: The #GigEconomy is now stronger than ever thanks to the rise of companies such as Uber and Deliveroo. But, what are the…",11/1/2019 1:00
eraser,Sevilla,How the blockchain will radically transform the economy. Bettina Warburg. Blockchain entrepreneur and researcher in… https://t.co/4kmgugVC3c,11/1/2019 1:00
streetartsheff,"Sheffield, UK",'Sorry We Missed You' mural by @fivefivedesignz on Sidney Street to promote Ken Loach's new film about the gig econ… https://t.co/6Al2Nod9Tp,11/1/2019 1:00
amorris72103013,london ,Ken Loach's new film on the #gigeconomy tells exactly the same story as our research - devastating… https://t.co/7uyNGT3aPR,11/1/2019 1:00
Mominleftfield,"ATLANTA, GA",#Instacart shoppers take #CEO to task in scathing open letter #gigeconomy #jobs #usa #workers #economic #money… https://t.co/F9IcKKlTJu,11/1/2019 1:00
tlkool3,georgia,"The growth of the #gigeconomy is a global trend and this trend does not show signs of slowing. With the right tool,… https://t.co/B4XTOJQtdk",11/1/2019 1:00
iamalexbot,,RT @eraser: BLOCKCHAIN NOW AND TOMORROW ASSESSING. Multidimensional impacts of distributed ledger technologies. https://t.co/IW2ycVGrsi  #D…,11/1/2019 1:00
eraser,Sevilla,BLOCKCHAIN NOW AND TOMORROW ASSESSING. Multidimensional impacts of distributed ledger technologies.… https://t.co/pJrMBJ1kcV,11/1/2019 1:00
ShafiRecruits,"Bengaluru, India","RT @Xpheno_: Govt’s proposal for benefits could help firms retain #talent, but also lead to higher costs, writes @digbijaymishra1 @Economic…",11/1/2019 1:00
Xpheno_,India,"Govt’s proposal for benefits could help firms retain #talent, but also lead to higher costs, writes… https://t.co/kvdcCj03WG",11/1/2019 1:00
NewHorizons123,"Nanuet, NY","The growth of the #gigeconomy is a global trend and this trend does not show signs of slowing. With the right tool,… https://t.co/Zdmt3ToaJJ",11/1/2019 1:00
sumolaw,"London, England","RT @GarrettSCassidy: Kicking off at #BarclaysNewFrontiers with @avvaswani, looking forward to a great day and being part of the #gigeconomy…",11/1/2019 1:00
GarrettSCassidy,Dublin & London,"Kicking off at #BarclaysNewFrontiers with @avvaswani, looking forward to a great day and being part of the… https://t.co/rTBRbUiDYN",11/1/2019 1:00
rgsglobal,"Farnborough, South East","Gig workers should be able to form unions, says EU commissioner https://t.co/ishf00Lq9N #GigEconomy #Unions… https://t.co/PBPp0paYrT",11/1/2019 1:00
bizgenz,Vietnam,"The growth of the #gigeconomy is a global trend and this trend does not show signs of slowing. With the right tool,… https://t.co/KPNU0qR1S4",11/1/2019 1:00
RichardCR56,West Sussex,Ken Loach's new film on the #gigeconomy tells exactly the same story as our research https://t.co/E1WRr7gobt via @ConversationUK,11/1/2019 1:00
Sassy_Brit,"CAMBRIDGE, UK","The growth of the #gigeconomy is a global trend and this trend does not show signs of slowing. With the right tool,… https://t.co/5RbXi3UxpR",11/1/2019 1:00
HudCRES,,"RT @RFMacDonald: Look at this FANTASTIC illustration by @cherylren 👏🏽👏🏽

...it conveys what we took 8k words to say in our #GigEconomy arti…",11/1/2019 1:00
codervj,"Indore,Madhya Pradesh, India","RT @Corix_JC: Food Delivery Looks Like Another #GigEconomy Dead End &gt; https://t.co/woKmKMhhZq on @business 

#digital #innovation #platform…",11/1/2019 1:00
Corix_JC,"London, England","Food Delivery Looks Like Another #GigEconomy Dead End &gt; https://t.co/woKmKMhhZq on @business 

#digital #innovation… https://t.co/hu8ql1pGMX",11/1/2019 1:00
MThel1,Ramlösa,"RT @RuwanSubasinghe: Another big legal defeat for #Uber.  

How about spending less on legal fees and guaranteeing decent work for your dri…",11/1/2019 1:00
gowithhusninew,Sri Lanka,"The growth of the #gigeconomy is a global trend and this trend does not show signs of slowing. With the right tool,… https://t.co/lGJyNUagpr",11/1/2019 1:00
7e502f01e691407,,"RT @PaulDDDaughters: The Swiss canton of #Geneva said Friday it had classified ride-hailing giant #Uber as an employer, ordering a halt to…",11/1/2019 1:00
ITFglobalunion,Global,"RT @RuwanSubasinghe: Another big legal defeat for #Uber.  

How about spending less on legal fees and guaranteeing decent work for your dri…",11/1/2019 1:00
ITFglobalunion,Global,RT @RuwanSubasinghe: Another blow to #Uber's biz model. #Geneva Cantonal Government holds that Uber drivers are employees following an in-d…,11/1/2019 1:00
UKBloggers1,"England, United Kingdom","The growth of the #gigeconomy is a global trend and this trend does not show signs of slowing. With the right tool,… https://t.co/JHdl2NgOq6",11/1/2019 1:00
ZestRC,Anywhere...Where you are!,"Have you considered how the gig economy will affect the #legal sector?

https://t.co/zTlcItqN6L #GigEconomy… https://t.co/16CvuTOkPP",11/1/2019 1:00
eraser,Sevilla,An insight into the future of blockchain data technology. #Infographic #Infografía https://t.co/WEBphyOuT0… https://t.co/AWqajiZUqK,11/1/2019 1:00
BloggersHQ,"Bangkok,Bali,Bocaray","The growth of the #gigeconomy is a global trend and this trend does not show signs of slowing. With the right tool,… https://t.co/aOIp3AFPD5",11/1/2019 1:00
BlackCloud1966,Gorleston On Sea UK.,"@BorisJohnson You couldn’t deliver if you was a multi drop #gigeconomy driver Bozza.
Or is it Dominic?
You two seem… https://t.co/CP5mksE2oZ",11/1/2019 1:00
nidhalaigh,Scotland/Alba ,RT @davidmreader: Those who heard @macsithigh’s amazing seminar on the sharing economy last week will have a special incentive to catch thi…,11/1/2019 1:00
LiveALifeDreams,"Bangkok,Bali,Bocaray","The growth of the #gigeconomy is a global trend and this trend does not show signs of slowing. With the right tool,… https://t.co/RU7dqvxFB1",11/1/2019 1:00
lyftdashuber,"California, USA",Team LMDU Classics:    Doordash Kinda Day https://t.co/V0N4hPvDvW via @YouTube  #Doordash #DoordashDriver… https://t.co/sgFJdrKaDM,11/1/2019 1:00
ossien1,epping,"RT @PaulDDDaughters: The Swiss canton of #Geneva said Friday it had classified ride-hailing giant #Uber as an employer, ordering a halt to…",11/1/2019 1:00
nerellakrishna,Hyderabad,"Definition Of Gig Economy https://t.co/SHmVqsNows
#GigEconomy #ContingentWorkforce",11/1/2019 1:00
ANCarrillo964,🇻🇦🇲🇽🇺🇸🇪🇪🇪🇺,"RT @FINTECHCircle: A Peek Into Uber’s Fintech Strategy: A Conversation With Peter Hazlehurst, Head Of Uber Money

https://t.co/erycdfpIJZ…",11/1/2019 1:00
bitiji,Zevilla ciberespaciá,RT @eraser: Does blockchain hold the key to a new age of supply chain transparency and trust?. How organizations have moved from #blockchai…,11/1/2019 1:00
mariochola,"Nairobi,Kenya","RT @ImpactLabsEA: What is the gig economy?

This report by Youth Impact Labs East Africa provides a comprehensive analysis of Kenya's gig e…",11/1/2019 1:00
Wills_BIzChange,"London, England",#Futureofwork: Which EU countries are best prepared for the future of work? via @Allwork_space #gigeconomy… https://t.co/e1YJYB7arM,11/1/2019 1:00
Pravsw,Mumbai,RT @HRCurator: RT @KandorGroupHR  @RoshaundaDGreen  @Prunell_Talent  @MentorPlanet  @freeman_pasurai  Thx4RT fr @HRCurator: The Evolving Ro…,11/1/2019 1:00
SullyandStan,"London, UK",How CEOs Can Navigate The Unique Challenge Of The #GigEconomy via @ChiefExecGrp https://t.co/e6pkjA7lCr https://t.co/q6vFSumSxJ,11/1/2019 1:00
RaymondMearns,"Glasgow, Scotland","RT @GrimmyTop: Tonight it was a trip out to @odeoncinemas @intubraehead for a preview screening of the new @KenLoachSixteen movie
Sorry We…",11/1/2019 1:00
simonxj6,surrey,"RT @PaulDDDaughters: The Swiss canton of #Geneva said Friday it had classified ride-hailing giant #Uber as an employer, ordering a halt to…",11/1/2019 1:00
EPAssoc,London,"RT @TonyCraddock: Anyone interested in #FinancialInclusion MUST watch 'Sorry We Missed You', @SWMYfilm, a moving drama about a vulnerable f…",11/1/2019 1:00
eraser,Sevilla,Fireside Chat with Vitalik Buterin @VitalikButerin  (Ethereum Foundation) @ethereum TC Session #Blockchain 2018 inZ… https://t.co/vWkOQXynh9,11/1/2019 1:00
TonyCraddock,"London, England","Anyone interested in #FinancialInclusion MUST watch 'Sorry We Missed You', @SWMYfilm, a moving drama about a vulner… https://t.co/FhTs3TmLwV",11/1/2019 1:00
FINTECHCircle,"London based, Global passion!","A Peek Into Uber’s Fintech Strategy: A Conversation With Peter Hazlehurst, Head Of Uber Money… https://t.co/iyFFDO3J9X",11/1/2019 1:00
martastrosa,"London, England",All these #emotions in #gigeconomy #platforms ‘I gave Uber driver one-star rating – then he got revenge with £105 c… https://t.co/RLBoge4MKG,11/1/2019 1:00
BalzarettiRoss,"Nottingham, UK","RT @murraygoulden: Before it was edited, UoN's official response to #UCUballot response included the attached statement. That we should be…",11/1/2019 1:00
sheerlock,Singapore,"In today's society things change quickly. 

How can your company keep up and thrive? 

Read this article for… https://t.co/VgLGEbOFqc",11/1/2019 1:00
nitinsethi80,"Delhi, India","Instacart workers protest as pressure mounts on gig companies 
https://t.co/5MAWdNkxVJ
#Instacart #Workers #Protest… https://t.co/4HRBamQeKN",11/1/2019 1:00
panuccos87,,RT @LBRYio: John Stossel talks about LBRY https://t.co/uWIuijdg2H #blockchain #YouTube #gigeconomy,11/1/2019 1:00
newitt_a,,"RT @PaulDDDaughters: The Swiss canton of #Geneva said Friday it had classified ride-hailing giant #Uber as an employer, ordering a halt to…",11/1/2019 1:00
EUSKeraser,,"RT @eraser: George Gilder: Forget Cloud Computing, Blockchain is the #Future. “Uncommon Knowledge” Peter Robinson. Hoover Institution https…",11/1/2019 1:00
PeopleMatters2,India,"Global #GigEconomy is expected to grow at a CAGR of 3-4% until 2020, with 'major revenue growth' in places like Chi… https://t.co/IVkz4st9Fl",11/1/2019 1:00
Luciavwesterla,Amsterdam,RT @RuwanSubasinghe: Another blow to #Uber's biz model. #Geneva Cantonal Government holds that Uber drivers are employees following an in-d…,11/1/2019 1:00
bitraxius,Northern Europe,RT @LBRYio: John Stossel talks about LBRY https://t.co/uWIuijdg2H #blockchain #YouTube #gigeconomy,11/1/2019 1:00
SusannaCamusso,,RT @RuwanSubasinghe: Another blow to #Uber's biz model. #Geneva Cantonal Government holds that Uber drivers are employees following an in-d…,11/1/2019 1:00
