user,location,tweet text,tweet date
Thunrumpled_,,"@duraik2 @SwiggyCares @swiggy_in I'm 99GREEDY FUCKS sure that UberEats won't even get a fine for tax evasion, but I… https://t.co/IrZWsaWr42",2019-11-30 21:11:26
Ebony81WilsonBa,Baton Rouge,@SurlyNurseJoy Bastards at DoorDash found a way to avoid collecting and paying sales taxes. Just to make themselves… https://t.co/JLbDkRbAd0,2019-11-30 21:07:35
Aguilar80_Nora,Vallejo,@stephmicdill Did you know that DoorDash does not pay their fucking sales tax? How are local companies expected to… https://t.co/nv5zdEM2wp,2019-11-30 21:06:15
D__233_CHI,,@PlywoodMirror All this time UberEats has been deceiving customers and keeping driver tips. Now they are not collec… https://t.co/AHTmQiUgQp,2019-11-30 21:01:55
inclined_93,,@KrystalGuerra @UDOTTRAFFIC I wonder if I could just not pay taxes like UberEats. Damn... I'd be fucking rich by no… https://t.co/7QvSO4zEMC,2019-11-30 21:01:51
JayYarid,"Dallas, TX, USA","A universal basic income and enhancing the bargaining power of gig workers, respectively—fail to tackle the mass re… https://t.co/zgDLzuM6PI",2019-11-30 20:53:04
erlan137_erlan,,@freya_ebooks UberEats aren't paying the sales taxes. It might be less expensive than other food deliveries for now… https://t.co/oz9zEr7eyb,2019-11-30 20:46:31
Lisa1975contra,,"@FrvrOblvn919 By evading paying taxes, UberEats is literally robbing the American taxpayers like you and me!!! This… https://t.co/K1Eg2MiuE9",2019-11-30 20:41:29
RobotKiller10,"Zapopan, Jalisco","RT @eraser: Big-Crypto: Big Data, Blockchain &amp; Cryptocurrency.
Hossein Hassani, Xu Huang and Emmanuel Silva https://t.co/WqLdHTporI #blockc…",2019-11-30 20:32:41
arevikwdpmdu,,"@GordonHammsey DoorDash has joined the ranks of Amazon, GE, and a shit ton of other selfish companies in tax evasio… https://t.co/j1UAtxtBsm",2019-11-30 20:32:15
JohnsonCh1988,Tulsa,@killa_lipstick UberEats has been dodging paying taxes. I'm tired of selfish companies like them ripping us off. If… https://t.co/9RNSJLD9hp,2019-11-30 20:31:12
bugles86encoun,,@aamanitatyanna How low can UberEats go?! First they stole tips from their own delivery drivers and now these assho… https://t.co/gPdIU0OmDn,2019-11-30 20:26:22
G8r_Lefty,,"Anyway, alllllllllllllll of that to say,

Please do not utilize a service if you are not able to or going to tip ap… https://t.co/WNASrxZAZ8",2019-11-30 20:25:56
ClearVoice,"Phoenix, AZ","Working from home sounds glamorous, but it requires boundaries to protect you from burnout. 

#Freelance |… https://t.co/CTGAL9H9Ao",2019-11-30 20:24:02
ismagilxlkun,,@boo_butt44 Assholes at DoorDash found a way to evade collecting and paying sales taxes. Just to make themselves ri… https://t.co/NfTZZjfuhS,2019-11-30 20:07:40
eraser,Sevilla,"Big-Crypto: Big Data, Blockchain &amp; Cryptocurrency.
Hossein Hassani, Xu Huang and Emmanuel Silva… https://t.co/WfagTHmVbO",2019-11-30 20:00:38
Rshaunn,"Phoenix, AZ",RT @advisory_cloud: Great new article on how AdvisoryCloud is at the forefront of the emerging gig economy #gigeconomy #Advisors #advisoryc…,2019-11-30 19:58:29
sergenykwagilr1,,@IkeTheGreatt No more orders from DoorDash for me. I'm not going to just fucking ignore it and pretend like DoorDas… https://t.co/PbjN1imSzK,2019-11-30 19:47:38
EdRomo91_Tucson,Tucson,@Jimmy77312960 Are there actually any implications to tax avoidance? Judging from the DoorDash history with not pay… https://t.co/z7OmOooihz,2019-11-30 19:47:13
WestPutAFLCIO,"Westchester & Putnam, NY",RT @NYSAFLCIO: #UnionStrong Podcast Episode 24: Treatment of Gig Economy Workers - How will New York State treat workers in the #GigEconomy…,2019-11-30 19:40:45
The_Hiking_Guy,,"RT @IWV: Last week, New Jersey slapped @Uber with a $650M tax bill. This is another strategy by revenue-hungry lawmakers and bitter labor u…",2019-11-30 19:29:41
maiden81_march_,,@swanstro Dickheads at UberEats found a way to dodge collecting and paying sales taxes. Just to make themselves fuc… https://t.co/rqFCCwyUkm,2019-11-30 19:22:17
WeThePeopleFor,United States,"RT @IWV: Last week, New Jersey slapped @Uber with a $650M tax bill. This is another strategy by revenue-hungry lawmakers and bitter labor u…",2019-11-30 19:15:18
lfarabee,Texas,"RT @IWV: Last week, New Jersey slapped @Uber with a $650M tax bill. This is another strategy by revenue-hungry lawmakers and bitter labor u…",2019-11-30 19:14:19
PerkinsWe1990,Des Moines,@RaiderTony702 Why do selfish companies like DoorDash think it is fine just to evade paying taxes? They make a litt… https://t.co/q5pBcfp0Yx,2019-11-30 19:06:18
IWV,Washington D.C.,"Last week, New Jersey slapped @Uber with a $650M tax bill. This is another strategy by revenue-hungry lawmakers and… https://t.co/YDfbzpon0o",2019-11-30 19:04:00
D__233_CHI,,@ayahbongz UberEats has been avoiding paying taxes. I'm fed up with selfish companies like them ripping us off. If… https://t.co/khWr3oY6nb,2019-11-30 18:57:13
G8r_Lefty,,"Let’s #GoGators! Delivering food all over Central Florida today, and proudly repping @UF and the #GatorNation!… https://t.co/IG2rm1xm0i",2019-11-30 18:50:00
earlhallvo,"Milwaukee, WI","How To Get Started In Voice Over
DM me and let’s talk about it. JUMPSTART your 2020

#VoiceOver #gigeconomy… https://t.co/xrMrycVO6H",2019-11-30 18:48:44
man__1972,"Lebanon, Kansas, USA",@jeonlure How low can UberEats go?! First they stole tips from their own employees and now these greedy fucks are n… https://t.co/PcwKrjxX0U,2019-11-30 18:27:01
serikgev1z,,@ScottyJ27 No more deliveries from DoorDash for me. I'm not going to just stand idly by and pretend like DoorDash i… https://t.co/5Vq6I93Kq4,2019-11-30 18:21:29
AnyGoodHQ,"England, United Kingdom",RT @MarketplaceRisk: FINAL CALL FOR SPEAKERS! This is the last week to submit proposals to speak at the Sharing Economy Global Summit Feb 5…,2019-11-30 18:20:13
kirstenprefer8,,"@ItsAmanHey After I found out that UberEats has been dodging evading the sales tax, I stopped using them. I'm not g… https://t.co/7H40R11vMu",2019-11-30 18:16:20
EUSKeraser,,RT @eraser: Merging the Physical and the Digital using blockchains. Vinay Gupta @leashless — Oslo Blockchain Day — #Video https://t.co/gPRT…,2019-11-30 18:10:41
Robinsonlwyr,"Doylestown, PA","With a growth in the #gigeconomy, state governments have begun to look at employee classifications to ensure worker… https://t.co/B0FwL9kfbn",2019-11-30 17:55:07
FIGHTKARLA_,,@Jstayskickinit My family decided to boycott UberEats because they are just so dishonest. Did you know that these a… https://t.co/ysJ9TW9EM5,2019-11-30 17:51:27
maiden81_march_,,@CHaggard34 UberEats outdid themselves. These guys have been found out for avoiding collecting and paying state sal… https://t.co/ZywDe6eXzA,2019-11-30 17:47:20
eraser,Sevilla,Picking the Right Blockchain for the Job. Andreas M. Antonopoulos #Video @aantonop https://t.co/75SHQpFRzi… https://t.co/aLGOEQrbrm,2019-11-30 17:40:02
infoworks,Global,Major Research Study Embraces One-Person Businesses As Part Of The Entrepreneurial Ecosystem via @forbes… https://t.co/UusWw4TaaD,2019-11-30 17:34:07
failing__88,,"@lydiuhhh I'm 99FUCKING TAX EVADERS sure that UberEats won't get punished for tax evasion, but I won't make an orde… https://t.co/rvRCY0ayNO",2019-11-30 17:21:58
TaGreen94_Grand,Grand Rapids,@KeaTRomani Blacklist DoorDash for actively evading paying state sales taxes. These bastards don't deserve our hard… https://t.co/uuupArNPnb,2019-11-30 17:07:14
sayidskmw4,,"@Jackk_Swagger While other food deliveries were revising their wage policies, DoorDash was still underpaying their… https://t.co/9Z1sMIMdGF",2019-11-30 17:06:21
TheMillennialMG,United States,RT @GigsDoneRight: What's your favorite #gigeconomy job? #saturdaythoughts,2019-11-30 17:04:22
GigsDoneRight,Worldwide,What's your favorite #gigeconomy job? #saturdaythoughts,2019-11-30 17:03:39
Hinshelwood_S,"Watford, Hertfordshire, UK","So, what is this gig everyone talks about? #GigEconomy https://t.co/RL31cpv2BT",2019-11-30 17:01:31
eraser,Sevilla,"Big-Crypto: Big Data, Blockchain and Cryptocurrency.
Hossein Hassani, Xu Huang and Emmanuel Silva… https://t.co/QyyFBtW0eR",2019-11-30 17:00:49
_CollectiveUK,"London, England","👨‍🚀👨‍💻🖥️🕵️‍♂️💂‍♂️ Co-Working Spaces   ✔️
 👩‍⚖️👨‍⚖️ Legislative support                  ✔️

Read this quick-dive an… https://t.co/m2VzdwR5xY",2019-11-30 17:00:44
arevikwdpmdu,,@Rainbow69333190 I fucking wish I could just not pay taxes like DoorDash. Shit... I'd be rich by now for sure. Assh… https://t.co/KAsuP4AHJW,2019-11-30 16:56:27
SetDeep,,Interesting perspective on the perils of the #gigeconomy https://t.co/H6OSnQpynI,2019-11-30 16:39:37
ALICE94_FATHE,,@Izais_anthony Why do greedy companies like UberEats think it is fine just to dodge paying taxes? They make a littl… https://t.co/Svz4UO5sCl,2019-11-30 16:36:19
eshivinh5,,@CactusCafeny DoorDash started off with robbing their drivers. Now they have moved onto tax avoidance. What a evasion company! #gigeconomy 🤬,2019-11-30 16:32:43
danielshine2,"Smyrna, TN","RT @IWF: Last week, New Jersey slapped @Uber with a $650M tax bill. This is another strategy by revenue-hungry lawmakers and bitter labor u…",2019-11-30 16:21:12
tetrimbath,Whidbey Island,"The last day of the month. #HappyInvoiceDay, fellow entrepreneurs and members of the #GigEconomy!",2019-11-30 16:21:11
MiriamDeaza,,"RT @IWF: Last week, New Jersey slapped @Uber with a $650M tax bill. This is another strategy by revenue-hungry lawmakers and bitter labor u…",2019-11-30 16:08:06
Mcf22C,,RT @Yaseenaslam381: Not sure why they say you can’t organise uber drivers! Here’s another core group of uber drivers organising their next…,2019-11-30 16:07:33
IWF,"Washington, D.C.","Last week, New Jersey slapped @Uber with a $650M tax bill. This is another strategy by revenue-hungry lawmakers and… https://t.co/cWdQUDK3qb",2019-11-30 16:04:00
mecomkiga52,Fargo,@modest_scorpio Assholes at UberEats found a way to avoid collecting sales taxes. Just to make themselves richer!!!… https://t.co/wy4oyjbaB3,2019-11-30 16:01:13
arevikwdpmdu,,@Carolinaa30_ DoorDash has avoided paying MILLIONS in taxes using shitty loophole their lawyers found. Now these di… https://t.co/Tp9lFXQNvH,2019-11-30 15:42:10
ouMartin83,,"@MarthaPuth UberEats has joined the ranks of Amazon, GE, and a shit ton of other selfish companies in tax evasion.… https://t.co/3Kw2OGen2D",2019-11-30 15:41:06
eraser,Sevilla,Merging the Physical and the Digital using blockchains. Vinay Gupta @leashless — Oslo Blockchain Day — #Video… https://t.co/WBQxVggE3G,2019-11-30 15:40:03
oneHR_,UK,"🗣️ Will the 'Gig Economy' have an effect on you?

Flexible working contracts like @Uber and @Deliveroo offer could… https://t.co/4iu8U6Vi68",2019-11-30 15:40:00
JeEscalanti92_S,Salt Lake City,@everytingplug2k Blacklist DoorDash for actively avoiding paying state sales taxes. These assholes don't deserve ou… https://t.co/6YU3Hh6E8I,2019-11-30 15:31:45
PerkinsWe1990,Des Moines,"@lexibaczynski After I found out that DoorDash has been dodging avoiding the sales tax, I stopped getting delivery… https://t.co/ik5RZ0nPbu",2019-11-30 15:27:34
GiGspacetz,Tanzania,"The beauty of the weekend  is to celebrate the work well done during the week , but it's a bonus when it's also the… https://t.co/biKFLUYj7m",2019-11-30 15:23:31
polish__77,,@ellasmr @kat__olivia I'm going to stop ordering from UberEats because these assholes are evading paying the sales… https://t.co/ps226f4FWK,2019-11-30 15:22:04
erlan137_erlan,,@ninetyeight_sam UberEats has been evading paying taxes. I'm fed up with greedy corporations like them ripping us o… https://t.co/PsMCW43SuA,2019-11-30 15:12:40
FIGHTKARLA_,,@pestopasta_ UberEats has avoided paying MILLIONS in taxes using shitty loophole their lawyers found. Now these ass… https://t.co/7ngzEwNp6o,2019-11-30 15:07:10
StreamlionHelen,"England, United Kingdom",We all know about the #GigEconomy. Are we in the midst of the #entrepreneurship economy? https://t.co/LMFIdHvVOf,2019-11-30 14:23:00
codervj,"Indore,Madhya Pradesh, India","RT @Feed_My_Pockets: The moment an employer spots talent and potential, there’s always a door that will open.

How to get part-time jobs at…",2019-11-30 14:16:37
AzizMohammad,,"RT @FieldEngineer_: The  #top 5 reasons why #smallbusinesses should welcome #GigEconomy , Read More:   https://t.co/FAYpmDPnEz

#GigWorkfor…",2019-11-30 14:13:19
Feed_My_Pockets,"Bengaluru, India","The moment an employer spots talent and potential, there’s always a door that will open.

How to get part-time jobs… https://t.co/OJh1RLmfmM",2019-11-30 14:10:05
playthesunset,"Brighton, UK",RT @MarketplaceRisk: FINAL CALL FOR SPEAKERS! This is the last week to submit proposals to speak at the Sharing Economy Global Summit Feb 5…,2019-11-30 14:06:53
FieldEngineer_,"New York, USA","The  #top 5 reasons why #smallbusinesses should welcome #GigEconomy , Read More:   https://t.co/FAYpmDPnEz

#GigWorkforce #Gig #GigWorkers",2019-11-30 14:05:04
GottschalkJ,"Chicago, Illinois",RT @MarketplaceRisk: FINAL CALL FOR SPEAKERS! This is the last week to submit proposals to speak at the Sharing Economy Global Summit Feb 5…,2019-11-30 13:58:50
WankerUber,Gotham City,@fanaticshipperx @ThomasTyoung16 @ubereats_uk @UberUKsupport FFS The delivery man ate your food and replaced it wit… https://t.co/WdI0siuztv,2019-11-30 13:32:22
blesseddriver1,"Orlando, FL","Watch ""How I Make Extra Cash With Observa (Quick Audits &amp; Secret Shopping) The Blessed Driver"" on #YouTube… https://t.co/BMTXgu9ON5",2019-11-30 13:29:35
FlsaToday,"San Francisco, CA",RT @TillemanFilip: 5 predictions for the gig economy in 2020 - Startacus #gigeconomy #employmentlaw #emplaw #arbeidsrecht #zelfstandigen #s…,2019-11-30 13:18:09
TillemanFilip,België,5 predictions for the gig economy in 2020 - Startacus #gigeconomy #employmentlaw #emplaw #arbeidsrecht… https://t.co/bs0vsRfpTK,2019-11-30 13:13:34
bitiji,Zevilla ciberespaciá,RT @eraser: Introducing the European Blockchain Services Infrastructure (EBSI) #EBSI Connecting Europe. CEF Digital @eGov_EU https://t.co/J…,2019-11-30 13:11:47
iamstartacus,United Kingdom,What does the future hold for the gig economy??? Here are 5 trends that are set to transform the way we work in 202… https://t.co/egVlerfzYy,2019-11-30 13:10:09
doctorsdilemma,"Toronto, Canada","“If Emma were a freelancer...” she wouldn’t have a secure income, pension, holidays, sickness cover, maternity leav… https://t.co/2RSm43Dgqi",2019-11-30 12:55:02
mfioretti_en,Italy,"Employers are monitoring computers, toilet breaks - even emotions https://t.co/LXzjX6Vi3h #amazon #gigEconomy #surveillance #workEthic",2019-11-30 12:53:15
PFrache,Toronto,RT @FoodstersUnited: National president of @cupw Jan Simpson w/ #FoodstersUnited courier Iván Ostos at @OFLabour - postal workers stand wit…,2019-11-30 12:45:39
mfioretti_en,Italy,Slowness facilitates fairness and democracy #Livingworld #amazon #walmart #gigeconomy #democracy #consumerism… https://t.co/4egRM6abib,2019-11-30 12:45:21
Richardlman,"Los Angeles, CA",RT @advisory_cloud: Great new article on how AdvisoryCloud is at the forefront of the emerging gig economy #gigeconomy #Advisors #advisoryc…,2019-11-30 12:45:01
CptSomething,The World is Round,The #gigeconomy is just an excuse for corporatikns like @DoorDash to take advantage of workers. Here is a real exam… https://t.co/bNZBr7g05l,2019-11-30 12:40:33
Womenpols,"New York, NY","RT @IWF: Last week, New Jersey slapped @Uber with a $650M tax bill. This is another strategy by revenue-hungry lawmakers and bitter labor u…",2019-11-30 12:13:33
jcarlosgonz,"De la frontera, Sin Fronteras","RT @RuwanSubasinghe: Solidarity. Worst of #gigeconomy employment exposed. However, the lack of access to safe sanitation facilities is a pr…",2019-11-30 11:40:16
iamalexbot,,RT @eraser: Introducing the European Blockchain Services Infrastructure (EBSI) #EBSI Connecting Europe. CEF Digital @eGov_EU https://t.co/J…,2019-11-30 11:11:31
eraser,Sevilla,Introducing the European Blockchain Services Infrastructure (EBSI) #EBSI Connecting Europe. CEF Digital @eGov_EU… https://t.co/xoMHbCxEk4,2019-11-30 11:10:04
CreatedinManc,"Manchester, UK",I will be your virtual business mentor for 2 hours #virtualmentor #gigeconomy  https://t.co/xxTsMS5kiU,2019-11-30 10:17:00
Mominleftfield,"ATLANTA, GA",Grocery-Packing Robots Are Aiming For World Domination https://t.co/YkfaMOhzMM   #Kroger partnership #gigeconomy… https://t.co/i23G6FHnc7,2019-11-30 10:08:52
Xpheno_,India,"Today's retail industry is powered by a variety of staff #employees, gig workers and #artificialintelligence, refle… https://t.co/1Aj6uXhFgL",2019-11-30 09:24:59
NextBillion,"Ann Arbor, MI / Global","For many workers in economies around the world, the hustling of the #GigEconomy has become the norm – but are worke… https://t.co/9N0UV2Gg0v",2019-11-30 08:45:12
PeopleMatters2,India,The new-age #gigworkforce has radically transformed the #workplace of tomorrow. In this special editorial by… https://t.co/llcNIesvq7,2019-11-30 08:30:00
growthmktg1,Worldwide,Here are the top 11 tips for independent contractors to hold on to your valuable clients! #gigeconomy  https://t.co/Id5G2cokhj,2019-11-30 08:29:18
KaiHsinHung,"Montréal, Québec",RT @oiioxford: Latest book from @geoplace @geonet and Dr Jamie Woodcock looks at how to build a fairer economy through greater accountabili…,2019-11-30 08:26:20
KobmaxQueen,"Lagos, Nigeria",RT MikeSchiemer: 7 Online Side Hustles For College Students https://t.co/7ERzWUycuI  /  #SideGig #GigEconomy… https://t.co/L9pT9rrVpv,2019-11-30 08:02:25
susanmu08720871,,"RT @RuwanSubasinghe: Solidarity. Worst of #gigeconomy employment exposed. However, the lack of access to safe sanitation facilities is a pr…",2019-11-30 07:47:14
cryptogarten,zug,"Gigapp Welcomes Social Media Marketing Expert, Warren Whitlock to Advisory Board #Blockchain #gigeconomy  https://t.co/2IwxyRYaVi",2019-11-30 07:40:03
ebcrew00,Knokke-Heist   Belgium,RT @HRCurator: RT @FaezaFaeza32  @Weichert45  Thx4RT fr @HRCurator: The Evolving Role Of #HR In A #GigEconomy https://t.co/wqosOsbwZP via @…,2019-11-30 07:35:06
toreandopajaros,☁ ENTRE NUBES ☁,RT @eraser: BLOCKCHAIN NOW AND TOMORROW ASSESSING. Multidimensional impacts of distributed ledger technologies. https://t.co/IW2ycVGrsi  #D…,2019-11-30 07:31:04
hrtodayghana35,,RT @HRCurator: RT @FaezaFaeza32  @Weichert45  Thx4RT fr @HRCurator: The Evolving Role Of #HR In A #GigEconomy https://t.co/wqosOsbwZP via @…,2019-11-30 06:40:27
eraser,Sevilla,BLOCKCHAIN NOW AND TOMORROW ASSESSING. Multidimensional impacts of distributed ledger technologies.… https://t.co/J3XxaENxsF,2019-11-30 06:30:04
informaleconomy,Sydney,RT @oiioxford: Book launch: The Gig Economy: a critical introduction by Professor Mark Graham @geoplace and Dr Jamie Woodcock – building a…,2019-11-30 06:06:01
weployapp,"Melbourne, Victoria","Weployee Danish loves the seamless hiring process using our platform, claiming it is the easiest one he's ever trie… https://t.co/OGrg4UeBIv",2019-11-30 05:52:00
travelingNomadd,Here there and everywhere. . .,RT @advisory_cloud: Great new article on how AdvisoryCloud is at the forefront of the emerging gig economy #gigeconomy #Advisors #advisoryc…,2019-11-30 05:37:15
LAWesemann,"England, United Kingdom",RT @oubucu: This is so inspiring! Fabulousness from @CambridgeUCU. Can't wait for ContractsMas. #UCUstrikesback #fourfights #gigeconomy htt…,2019-11-30 05:05:43
carriagejone,Saint-Petersburg,"@spookiedyke By dodging paying taxes, UberEats is literally taking money from the American taxpayers like you and m… https://t.co/lyxbLI9An7",2019-11-30 04:56:36
Bourbonsth19,,@ireneaintshit I hate how dickheads from UberEats just get away with dodging paying taxes while we pay them and PAY… https://t.co/YWiZqllfPO,2019-11-30 04:56:23
eraser,Sevilla,An insight into the future of blockchain data technology. #Infographic #Infografía https://t.co/WEBphyOuT0… https://t.co/FUODWxjk5A,2019-11-30 04:00:05
ENVOYS__84_p,,@avanix0 UberEats is robbing every citizen of our great country by not collecting the sales tax. boycott them for t… https://t.co/omi2zncvVK,2019-11-30 03:56:23
prashant_prashi,Bangalore,"RT @Feed_My_Pockets: Staffing firm allows organizations to free up time and monetary resources to help drive the business forward. How?

Ex…",2019-11-30 03:49:55
EveGliganni,lon,RT @oiioxford: Book launch: The Gig Economy: a critical introduction by Professor Mark Graham @geoplace and Dr Jamie Woodcock – building a…,2019-11-30 03:46:56
kar_saswat,Mumbai,RT @HRCurator: RT @FaezaFaeza32  @Weichert45  Thx4RT fr @HRCurator: The Evolving Role Of #HR In A #GigEconomy https://t.co/wqosOsbwZP via @…,2019-11-30 03:46:52
Andrea1980Wood,West Valley City,@coolauntV DoorDash is robbing every citizen of our great country by not paying the sales tax. stop ordering from t… https://t.co/UbPvIoZoVO,2019-11-30 03:46:20
MEGAN71HUMOR__,,@awhjeezdude @bearfaceington Greedy corporations like UberEats earn so much money and think they can get away with… https://t.co/Nl3ao26sAu,2019-11-30 03:42:13
MonitorMortgage,"Austin, TX",RT @weinberglending: 💫 Creative Ways Today’s Buyers Save for a Down Payment: The need to save for a #downpayment has become one of the bigg…,2019-11-30 03:37:19
TIFFY84_ALLE,,"@eHarmoniee UberEats aren't paying the sales taxes. It might be faster than other companies for now, but they are a… https://t.co/421USRv8yC",2019-11-30 03:36:38
DVPRMND,BDJ - CGK - DJB,RT @HRCurator: RT @FaezaFaeza32  @Weichert45  Thx4RT fr @HRCurator: The Evolving Role Of #HR In A #GigEconomy https://t.co/wqosOsbwZP via @…,2019-11-30 03:30:47
HRCurator,"St Albans, UK",RT @FaezaFaeza32  @Weichert45  Thx4RT fr @HRCurator: The Evolving Role Of #HR In A #GigEconomy… https://t.co/1pS3Xd54rb,2019-11-30 03:30:00
YorkOECTA,"Richmond Hill, Ontario","RT @OECTAProv: “The #gigeconomy is nothing more than the exploitation of labour,” says a speaker here at @OFLabour #PowerOfMany. “So many y…",2019-11-30 03:28:38
intentionn__233,,@bitteruels My family decided to blacklist UberEats because they are just so crooked. Did you know that these assho… https://t.co/GdgS4e6p9L,2019-11-30 03:11:47
ALICE94_FATHE,,@tini_jimi It seems like companies like UberEats are just hell-bent on avoiding taxes and ripping off their deliver… https://t.co/1h31nebtpb,2019-11-30 03:06:00
punkthesystem,United States,Worker-Owned Apps Are Trying to Fix the #GigEconomy's Exploitation | @hayesrya @motherboard #coops… https://t.co/6Kqn6Pgktp,2019-11-30 03:02:42
CaroleDupre,"Long Beach, MS",Thinking about going out on your own? Check out these stats. #gigeconomy #Career #Entrepreneurship https://t.co/oheLWGctK6,2019-11-30 03:00:25
yuoiyqyvydrin,,@OfficialTerral DoorDash hit a new low. They have been found out for avoiding collecting and paying state sales tax… https://t.co/11sWlAO5nH,2019-11-30 02:36:39
enrich94_Dandin,,@mariaj_barraza Stop ordering from UberEats for actively avoiding paying state sales taxes. These dickheads don't d… https://t.co/NVUyVXH9V9,2019-11-30 02:31:43
g_ven89,,@crfmedeiros__ Are there actually any implications to tax evasion? Judging from the UberEats success with not payin… https://t.co/cQvNSlxWmo,2019-11-30 02:31:32
CraigJamalLewis,"Dallas, TX ","RT @kingofpayments: Changes Loom Around The (Crowded) World Of Food Delivery https://t.co/IQnJHxWQZF 

#gigeconomy #cloudkitchens 
Cc: @Cra…",2019-11-30 02:29:23
projecting94R,,@itsleilei1 OMG! Journalists caught UberEats dodging taxes! I'm not going to order from them ever again. Switching… https://t.co/Pkudh9xGSh,2019-11-30 02:26:41
Michelle1984__,,@Bamahz Are there actually any consequences to tax avoidance? Judging from the UberEats success with not paying the… https://t.co/Oi5OeoISYO,2019-11-30 02:06:17
Andrea1980Wood,West Valley City,@chandelle246 It seems like companies like DoorDash are just hell-bent on avoiding taxes and stealing from their em… https://t.co/EircqBaENz,2019-11-30 02:02:22
larrywasslen,"Ottawa, Ontario",RT @PVNews1: @foodstersunited deliver a tasty recipe for labour's future: “The OLRB is never going to give us workers’ rights – we are goin…,2019-11-30 01:59:40
crybaby79_Ro,,@GervinhosBarber Dickheads at UberEats found a way to evade collecting and paying sales taxes. Just to make themsel… https://t.co/YEDpNaOmCe,2019-11-30 01:56:25
kingofpayments,"Dallas, TX","Changes Loom Around The (Crowded) World Of Food Delivery https://t.co/IQnJHxWQZF 

#gigeconomy #cloudkitchens 
Cc: @CraigJamalLewis",2019-11-30 01:52:01
ice__norri,,@MexDirector UberEats is ripping off every citizen of our great country by not paying the sales tax. boycott them f… https://t.co/WTuNYKePA6,2019-11-30 01:36:26
basware,,"The gig economy has been on the rise for years, but with the introduction of new technologies, workers are turning… https://t.co/As9QjNexfA",2019-11-30 01:27:01
Lisa1975contra,,@seanlondonandon @TfL @willnorman @CarolineRussell @CycleIslington @IslingtonBC After I found out that UberEats has… https://t.co/2XlJXB0qPN,2019-11-30 01:26:13
HRCurator,"St Albans, UK",#Training for the #GigEconomy- the L&amp;D way https://t.co/Ci2pjRpI8b @PeopleMatters2 #learning #FutureofLearning,2019-11-30 01:08:00
WORSEN_massiel,,@CupomIfood27 My friends and I decided to stop ordering from UberEats because they are just so dishonest. Did you k… https://t.co/LIyollgGkE,2019-11-30 00:56:54
TaGreen94_Grand,Grand Rapids,@LocalAlfredHOE DoorDash aren't paying the sales taxes. It might be less expensive than other delivery services for… https://t.co/HsVfLEq97b,2019-11-30 00:52:29
Joeycar20696044,"Cabanatuan, Central Luzon","RT @HCMWorks: ""Despite the monumental increase in contingent labor over the last decade, the majority of businesses do not have processes o…",2019-11-30 00:51:40
boina92,Paris,"RT @HCMWorks: ""Despite the monumental increase in contingent labor over the last decade, the majority of businesses do not have processes o…",2019-11-30 00:39:58
CharlotteWolf,Toronto,RT @StephHughes95: A big symptom of the current unstable job market: just over 40% of Canadian millennials are working in the #gigeconomy t…,2019-11-30 00:37:36
D__233_CHI,,@netfuel No wonder UberEats is making so much money. They are making tons off of us and avoiding collecting and pay… https://t.co/oTce6QSozn,2019-11-30 00:37:09
HCMWorks,"Ottawa, ON","""Despite the monumental increase in contingent labor over the last decade, the majority of businesses do not have p… https://t.co/bnuxLFV6Ar",2019-11-30 00:35:00
DORNER__but_93,,"@why_in_the_heck After I found out that UberEats has been evading dodging the sales tax, I stopped ordering from th… https://t.co/IzMp596NKE",2019-11-30 00:31:44
Bourbonsth19,,"@xxphone_baexx UberEats aren't paying the sales taxes. It might be faster than other delivery services for now, but… https://t.co/yU3k5jqPap",2019-11-30 00:01:28
Cassandra90Smit,Colorado Springs,@THEtriggaNIZER Did you know that DoorDash does not pay their fucking taxes? How are local companies expected to en… https://t.co/ObSqW7VQ8C,2019-11-30 00:01:12
WebTechy,London,"🎅 Black Friday + Xmas Deal until 3rd Jan 2020
One-page websites, e-commerce and dropshipping stores! 

#freelancers… https://t.co/GgFdHTCGHW",2019-11-30 00:00:28
Ebony81WilsonBa,Baton Rouge,@_earthtoamanda DoorDash started off with stealing from their drivers. Now they have moved onto tax avoidance. What… https://t.co/sKXlzlkonk,2019-11-29 23:56:42
newitt_a,,"The uneducated roll call just gets bigger &amp; bigger!
#hoodwinkedgeneration 
#gulliblepoliticians 
#gigeconomy… https://t.co/zUTdmplJid",2019-11-29 23:47:14
crewomen,"New York, NY","RT @IWF: Last week, New Jersey slapped @Uber with a $650M tax bill. This is another strategy by revenue-hungry lawmakers and bitter labor u…",2019-11-29 23:47:11
eraser,Sevilla,BASE: Blockchain and Sharing Economy. Blockchain Commons. @JoSanKu Wehome @WeHomeMe https://t.co/2r7sOPJF29… https://t.co/zfem8pjI8s,2019-11-29 23:45:02
MarketplaceRisk,"San Francisco, CA",FINAL CALL FOR SPEAKERS! This is the last week to submit proposals to speak at the Sharing Economy Global Summit Fe… https://t.co/IFTjQiAABi,2019-11-29 23:43:58
lxztlr,"Karlsruhe, Germany","RT @olewin: The Rise of the #gigeconomy is based on ""increased globalization, advancements in technology and static educational and institu…",2019-11-29 23:42:15
vyaches82203551,,"@GreyWolf_bg DoorDash has joined the ranks of Amazon, GE, and a shit ton of other greedy corporations in tax evasio… https://t.co/3WZsRh2jGR",2019-11-29 23:37:08
